94748770,0,0
0e3109cc,0,0
c4411b41,0,0
5349fe99,0,0
bc3bdfc1,0,0
deb5cb2a,0,0
a0052ca2,0,0
1761b000,0,0
1b5affff,0,0
eab53b7e,0,0
81152f06,0,0
7d60ab33,0,0
1ce3c906,0,0
707476fe,0,0
923737f4,0,0
695b2443,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
f7079da3,0,0
a0c46731,0,0
c51f9e09,0,0
8d8993e6,0,0
fd33039d,0,0
e8675d4a,0,0
c0e513a1,0,0
858c0663,0,0
a1fb693e,0,0
d5ebd6d4,0,0
26f7441f,0,0
907554b5,0,0
9db705fd,0,0
47a57bf5,0,0
fe2518c8,0,0
4c5b82c1,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
28b3253a,0,0
96dbf9e5,0,0
55e5ab02,0,0
6bbbc74a,0,0
ed5fbca6,0,0
73ece6c4,0,0
832fa959,0,0
7a0d31bf,0,0
aa1320aa,0,0
9fcb8eb3,0,0
6bf549d9,0,0
049bd3de,0,0
dd09fb8d,0,0
1285908a,0,0
3eb37ea8,0,0
68eb3a8c,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
bfcceaa6,0,0
a2264db5,0,0
4ba05e93,0,0
b60ac4cb,0,0
9edcb672,0,0
00637780,0,0
860e62d9,0,0
8a983052,0,0
35e38f6f,0,0
d2e8b382,0,0
3482b173,0,0
9d76f455,0,0
5b623fda,0,0
b08ab5bf,0,0
332433a7,0,0
17aced3b,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
2319760c,0,0
c25e8486,0,0
e2be9c44,0,0
28e4aeaf,0,0
ae725608,0,0
d394d5f8,0,0
f6768cc7,0,0
7f51d709,0,0
4c99a726,0,0
2586fbc4,0,0
d2f30b37,0,0
8c71f0c5,0,0
4acf0b2d,0,0
d0d8e335,0,0
88af1d5f,0,0
e69dad36,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
2a17c8e9,0,0
63931b41,0,0
d191bfc8,0,0
40d7f3fc,0,0
60754253,0,0
d5f6ef4c,0,0
a49ff89d,0,0
b3f9bc39,0,0
7ba3ec2e,0,0
f100cac2,0,0
552ac1d3,0,0
657744db,0,0
fa2402f8,0,0
5e2ea772,0,0
572c2bf0,0,0
372eb887,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
ac465530,0,0
6e6a3d49,0,0
e7f1461f,0,0
c6f4b35f,0,0
f82a46d6,0,0
440244f5,0,0
6bde0ef1,0,0
b0787487,0,0
1a96af96,0,0
a55fef07,0,0
ea97471c,0,0
35bad402,0,0
b3733250,0,0
75028929,0,0
230c2b19,0,0
0bfe6ea9,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
ec8225d7,0,0
9193267a,0,0
c3f24d94,0,0
b295566e,0,0
034a0bc0,0,0
1a4d2e6b,0,0
a6ed70c9,0,0
4d573f76,0,0
45b0e216,0,0
db750cbb,0,0
4138b929,0,0
d67d1bbd,0,0
24fdf316,0,0
0650c084,0,0
f95e6e9c,0,0
877e2642,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
387dc590,0,0
2966f6a3,0,0
add14662,0,0
0bc2175e,0,0
3d2556a0,0,0
335c30a8,0,0
50e7e900,0,0
b1b72206,0,0
c6f526b0,0,0
15a4177f,0,0
f0d718a4,0,0
48879677,0,0
8934d6c4,0,0
50ab7c39,0,0
3360bbd7,0,0
efdf5963,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
2a22cd0b,0,0
f570eb78,0,0
d3a5b873,0,0
53d7f89b,0,0
ebedc242,0,0
59a1ee9a,0,0
cea792f4,0,0
edf99c9c,0,0
47ab7368,0,0
a0eddacc,0,0
e218002f,0,0
1498319a,0,0
b1f10e58,0,0
8d03ecb0,0,0
4408ab12,0,0
cabcc637,1,0
00000200,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
00000000,0,1
80000000,1,1
