0,1,1
1,1,1
2,1,2
3,1,1
4,1,0
5,1,1
6,1,0
7,1,0
8,1,1
9,1,0
10,1,0
11,1,1
12,1,0
13,1,1
14,1,1
15,1,1
16,1,1
17,1,0
18,1,2
19,1,2
20,1,0
21,1,2
22,1,1
23,1,0
24,1,1
25,1,1
26,1,2
27,1,0
28,1,0
29,1,2
30,1,1
31,1,1
32,1,2
33,1,2
34,1,2
35,1,1
36,1,0
37,1,0
38,1,1
39,1,1
40,1,2
41,1,0
42,1,1
43,1,0
44,1,0
45,1,2
46,1,2
47,1,1
48,1,2
49,1,0
50,1,0
51,1,1
52,1,1
53,1,2
54,1,0
55,1,0
56,1,2
57,1,0
58,1,2
59,1,1
60,1,0
61,1,0
62,1,1
63,1,0
0,1,1
1,1,1
2,1,0
3,1,2
4,1,1
5,1,2
6,1,0
7,1,1
8,1,0
9,1,0
10,1,2
11,1,0
12,1,2
13,1,2
14,1,1
15,1,1
16,1,2
17,1,0
18,1,0
19,1,0
20,1,0
21,1,0
22,1,1
23,1,0
24,1,1
25,1,0
26,1,1
27,1,1
28,1,2
29,1,1
30,1,1
31,1,0
32,1,2
33,1,2
34,1,1
35,1,2
