eec110c2f50fb5d45bfd9bc9e7ba1afcc0be8b4ef9f8c434e57950152e278363,0,1,0
f909a5ffce3c39bfb3104d9278f76b909dfbeb7c72f318dc8523ab11b6017090,1,1,1
bca58d138346c71535f7105fe4ecd57c0bcea4af11a5c7624b4fd62c31851cd3,2,1,1
2cf2aaad835c4e557fa24897f6b87667a3c178051b3ca8eae67fa91346a86d24,3,1,2
35a06199ff501ac21d4233bf7a6d25a3e09603cf0f16bfb73752bf9684bf9b2f,4,1,2
88b6ec38427d9b17552a64632400e0d6f880c8590c92f76ac794a578e1757ffc,5,1,2
a56b6d54666f68725f9c061a45c4bfb59528158a93ba81599958b8d789af6040,6,1,1
52952e0cc3f1d7cef48e3f32f7eccd9e355dd5371a63ce8c8cf0ac8c8968d6ac,7,1,2
c50f6cb58fb23704559d33a87a623dd02bc397c95c2d5878c0f23aca52a746a9,8,1,0
dc6851fdd9c67feaa69b5a3b2b31e37e153c27b426316793aa085895bf8771c0,9,1,0
71239b5cfbc19e1cf609fbe3beeef85e15661bae9ebd212781ae45d4cfdc9024,10,1,2
8b68f60808e8ef66934656e0f02d898dd9db7bf6c9a32cf9c3e0ef4a1e24ddda,11,1,2
7a8e26790d709976def2b47b89f4ec788ebfe0fbabdcb59c00b339e9441ab9a8,12,1,2
b195f54e833faf94dfd1088b448e27602c6f7f2ceea6b930037e3ae21d8900d4,13,1,0
ae1301202c1c94d77badc2283b7e0006fbe7847784a9b0f9db7956ab56f807cd,14,1,1
29ce1d81699fad1cbd46893a8890f8d4794c943cd3dc2fe4cbaba1735df2e063,15,1,0
b0e6d839a2ed92539ea11e52ae0a12f99589888101787b0580f3001ac92febcd,16,1,0
ec283a687a761e9c369fa56fd11aeda350e90a8598b6589def0f94d4928f4bf9,17,1,2
cff2268d89ccf74500abbd3573c04c5f3aec12713ad8736bee5adba4bc3fb24a,18,1,1
653f3415aee10f739ae4231b17063acd35549c6a5702055b9edf0ccd052cea48,19,1,1
ac2241b42ab756522c3967d97fcdf3b55d0856c27cb3ef33ee86964a7cadf4f5,20,1,2
5becbd245aaf6b2f5331b324bf24f6c09e7184a048de5b3e5f414147a15fe906,21,1,1
e48a649307aec2d630cf7f16d05b1a9eb44c93510b08a2bc2a4edb0733876662,22,1,1
0ed53354625d13aa87f94be3a79bd0f7cbccc9a343b0e471bc5b01f2525c7e8c,23,1,2
7733a1b48bf7ad529bdeb0fec7f6e26359c8642d8d1426b2790ab1546b42932a,24,1,2
2b8a039c232a83b457d343638869c7e54765ca33a4167683e7e5925b7e6ab605,25,1,1
2161868f3d67221c316f0f81809aee51b8985d29ac309af647f89d041eb5b1f8,26,1,0
e16735d170f450944771f9aee4f7de2341ced9dc42f928b97d0d488d7eec407e,27,1,1
18aaf3d16fb9068f086eae37f4a99023afb9baeafcf71b7149463267cb38ea70,28,1,1
607f502961bf7128dd0582b9a571efa0cea3e963ac67a9e3b456f52bb53a3cb9,29,1,0
